"AD","1","1","0","","120","O"
"AD","2","2","0","","120","O"
"AD","3","3","0","","50","O"
"AD","4","4","0","","50","O"
"AD","5","5","0","","12","O"
"AD","6","6","399","","3","O"
"AD","7","7","190","","3","O"
"AD","8","8","0","","50","O"
"AUI","1","9","0","","30","O"
"AUI","2","10","0","","8","O"
"AUI","3","11","0","","199","O"
"CCD","1","12","100","","1","R"
"CCD","2","13","0","","26","O"
"CCP","1","14","0","","6","O"
"CCP","2","15","0","","6","O"
"CCP","3","16","0","","6","O"
"CD","1","17","0","","22","O"
"CD","2","18","0","","17","O"
"CD","3","19","0","","478","O"
"CD","4","20","0","","20","O"
"CD","5","21","0","","6","O"
"CD","6","22","0","","33","O"
"CE","1","23","0","","20","O"
"CE","2","24","0","","199","O"
"CE","3","25","396","","20","O"
"CE","4","26","0","","20","O"
"CE","5","27","0","","199","O"
"CE","6","28","396","","20","O"
"CF","1","29","0","","20","O"
"CF","2","30","0","","65536","O"
"CF","3","31","396","","20","O"
"CF","4","32","0","","20","O"
"CF","5","33","0","","65536","O"
"CF","6","34","396","","20","O"
"CNE","1","35","0","","20","R"
"CNE","2","36","0","","199","O"
"CNE","3","37","396","","20","O"
"CNE","4","38","0","","20","O"
"CNE","5","39","0","","199","O"
"CNE","6","40","396","","20","O"
"CNE","7","41","0","","10","C"
"CNE","8","42","0","","10","O"
"CNE","9","43","0","","199","O"
"CNN","1","44","0","","15","O"
"CNN","2","45","0","","50","O"
"CNN","3","46","0","","30","O"
"CNN","4","47","0","","30","O"
"CNN","5","48","0","","20","O"
"CNN","6","49","0","","20","O"
"CNN","7","50","360","","5","O"
"CNN","8","51","297","","4","C"
"CNN","9","52","363","","20","C"
"CNN","10","53","0","","199","C"
"CNN","11","54","301","","6","C"
"CP","1","55","0","","20","R"
"CP","2","56","205","","2","O"
"CP","3","57","0","","16","O"
"CP","4","58","0","","16","O"
"CP","5","59","0","","483","O"
"CP","6","60","298","","1","O"
"CQ","1","61","0","","16","O"
"CQ","2","62","0","","483","O"
"CSU","1","63","0","","60","R"
"CSU","2","64","0","","20","C"
"CSU","3","65","0","","199","C"
"CSU","4","66","396","","20","C"
"CSU","5","67","0","","20","O"
"CSU","6","68","0","","199","O"
"CSU","7","69","396","","20","O"
"CWE","1","70","0","","20","O"
"CWE","2","71","0","","199","O"
"CWE","3","72","396","","20","O"
"CWE","4","73","0","","20","O"
"CWE","5","74","0","","199","O"
"CWE","6","75","396","","20","O"
"CWE","7","76","0","","10","C"
"CWE","8","77","0","","10","O"
"CWE","9","78","0","","199","O"
"CX","1","79","0","","15","R"
"CX","2","80","0","","1","O"
"CX","3","81","61","","3","O"
"CX","4","82","363","","227","O"
"CX","5","83","203","","5","O"
"CX","6","84","0","","227","O"
"CX","7","85","0","","8","O"
"CX","8","86","0","","8","O"
"CX","9","87","0","","705","O"
"CX","10","88","0","","705","O"
"DDI","1","89","0","","3","O"
"DDI","2","90","0","","16","R"
