"100","1","010","ST","M","1","0","0",""
"100","1","020","BGN","M","1","0","0",""
"100","1","030","C3","O","1","0","0",""
"100","1","040","DTP","O",">1","0","0",""
"100","1","050","NM1","M","1","1",">1","NM1"
"100","1","060","N3","O","3","1","0",""
"100","1","070","N4","O","1","1","0",""
"100","1","080","REF","O","9","1","0",""
"100","1","090","PER","O","3","1","0",""
"100","2","010","N1","M","1","1",">1","N1"
"100","2","020","N2","O",">1","1","0",""
"100","2","030","N3","O","3","1","0",""
"100","2","040","N4","O","1","1","0",""
"100","2","050","COM","O","9","1","0",""
"100","2","060","III","O","9","1","0",""
"100","2","070","MSG","O",">1","1","0",""
"100","2","080","PER","O","1","2",">1","PER"
"100","2","090","N3","O","3","2","0",""
"100","2","100","N4","O","1","2","0",""
"100","2","110","PID","O","1","2",">1","PID"
"100","2","120","LIN","O","9","2","0",""
"100","2","130","DTP","O",">1","2","0",""
"100","2","140","NM1","O",">1","2","0",""
"100","2","150","BLI","O","1","3",">1","BLI"
"100","2","160","DTP","O",">1","3","0",""
"100","2","170","III","O",">1","3","0",""
"100","2","180","AMT","O",">1","3","0",""
"100","2","190","QTY","O",">1","3","0",""
"100","2","200","SI","O","1","4",">1","SI"
"100","2","210","AMT","O",">1","4","0",""
"100","2","220","QTY","O",">1","4","0",""
"100","2","230","AM1","O","1","3",">1","AM1"
"100","2","240","MSG","O",">1","3","0",""
"100","2","250","PO1","O","1","3",">1","PO1"
"100","2","260","LIN","O","9","3","0",""
"100","2","270","SPA","O","3","3","0",""
"100","2","280","III","O",">1","3","0",""
"100","2","290","N4","O","1","3",">1","N4"
"100","2","300","SPA","O","3","3","0",""
"100","2","310","AM1","O","1","4",">1","AM1"
"100","2","320","MSG","O",">1","4","0",""
"100","2","330","PO1","O","1","4",">1","PO1"
"100","2","340","SPA","O","3","4","0",""
"100","2","350","III","O",">1","4","0",""
"100","2","360","SE","M","1","0","0",""
"101","1","010","ST","M","1","0","0",""
"101","1","020","BGN","M","1","0","0",""
"101","1","030","DTM","M","1","1",">1","DTM"
"101","1","040","N1","M",">1","1","0",""
"101","1","050","LX","M","1","2",">1","LX"
"101","1","060","IN2","M",">1","2","0",""
"101","1","070","NX2","M",">1","2","0",""
"101","1","080","REF","O",">1","2","0",""
"101","1","090","SPA","O","1","2","0",""
"101","1","100","COM","O",">1","2","0",""
"101","1","110","SE","M","1","0","0",""
"104","1","010","ST","M","1","0","0",""
"104","1","020","N1","M","1","0","0",""
"104","1","030","N2","O","1","0","0",""
"104","1","040","N3","O","1","0","0",""
"104","1","050","N4","O","1","0","0",""
"104","1","060","N9","O","10","0","0",""
"104","1","070","PER","O","1","0","0",""
"104","1","080","P1","O","1","0","0",""
"104","1","090","G47","O","1","0","0",""
"104","1","100","F9","O","1","0","0",""
"104","2","020","FOB","M","1","1","99999","FOB"
"104","2","030","SL1","M","1","1","0",""
"104","2","040","N9","M","10","1","0",""
"104","2","050","TD4","O","10","1","0",""
"104","2","060","H1","O","1","1","0",""
"104","2","070","H2","O","1","1","0",""
"104","2","080","H3","O","1","1","0",""
"104","2","090","DTM","O","1","1","0",""
"104","2","100","M1","O","1","1","0",""
"104","2","110","C3","O","1","1","0",""
"104","2","120","X1","O","1","1","0",""
"104","2","130","X2","O","1","1","0",""
"104","2","140","NTE","O","10","1","0",""
"104","2","150","N1","M","1","2","2","N1"
"104","2","160","N2","O","1","2","0",""
"104","2","170","N3","O","1","2","0",""
"104","2","180","N4","O","1","2","0",""
"104","2","190","N9","O","10","2","0",""
"104","2","200","PER","O","1","2","0",""
"104","2","210","L5","M","1","2","100","L5"
"104","2","220","L0","O","10","2","0",""
"104","2","230","L1","O","10","2","0",""
"104","2","240","L4","O","10","2","0",""
"104","2","250","ACS","O","100","1","0",""
"104","3","010","L3","O","1","0","0",""
"104","3","020","NTE","O","10","0","0",""
"104","3","030","SE","M","1","0","0",""
"105","1","010","ST","M","1","0","0",""
"105","1","020","BGN","M","1","0","0",""
"105","1","030","PWK","O",">1","0","0",""
"105","1","040","CUR","O","1","0","0",""
"105","1","050","LUI","O","1","0","0",""
"105","1","060","AMT","O","1","1",">1","AMT"
"105","1","070","PDL","O","1","1","0",""
"105","1","080","REF","O",">1","1","0",""
"105","1","090","DTM","O","1","1","0",""
"105","1","100","CUR","O","1","1","0",""
"105","1","110","NM1","M","1","1",">1","NM1"
"105","1","120","N2","O",">1","1","0",""
"105","1","130","N3","O","2","1","0",""
"105","1","140","N4","O","1","1","0",""
"105","1","150","REF","O",">1","1","0",""
"105","1","160","PER","O",">1","1","0",""
"105","1","170","DTM","O",">1","1","0",""
"105","1","180","LM","O","1","1",">1","LM"
"105","1","190","LQ","M",">1","1","0",""
"105","2","010","HL","M","1","1",">1","HL"
"105","2","020","DTM","O",">1","1","0",""
"105","2","030","LM","O","1","2",">1","LM"
"105","2","040","LQ","M",">1","2","0",""
"105","2","050","NM1","O","1","2",">1","NM1"
"105","2","060","NX1","O","2","2","0",""
"105","2","070","N2","O",">1","2","0",""
"105","2","080","N3","O","2","2","0",""
"105","2","090","N4","O",">1","2","0",""
"105","2","100","PER","O",">1","2","0",""
"105","2","110","DTM","O",">1","2","0",""
"105","2","120","QTY","O",">1","2","0",""
"105","2","130","PCT","O",">1","2","0",""
"105","2","140","LUI","O",">1","2","0",""
"105","2","150","TPB","O",">1","2","0",""
"105","2","160","PWK","O",">1","2","0",""
"105","2","170","AMT","O","1","3",">1","AMT"
"105","2","180","DTM","O",">1","3","0",""
"105","2","190","CUR","O","1","3","0",""
"105","2","200","NX2","O","1","3",">1","NX2"
"105","2","210","DTM","O",">1","3","0",""
"105","2","220","AMT","O",">1","3","0",""
"105","2","230","CUR","O","1","3","0",""
"105","2","240","REF","O","1","3",">1","REF"
"105","2","250","DTM","O",">1","3","0",""
"105","2","260","LX","O","1","3",">1","LX"
"105","2","270","MTX","O",">1","3","0",""
"105","2","280","DTM","O",">1","3","0",""
"105","2","290","NX2","O",">1","3","0",""
"105","2","300","REF","O",">1","3","0",""
"105","2","310","LM","O","1","3",">1","LM"
"105","2","320","LQ","M","1","4",">1","LQ"
"105","2","330","LIN","O",">1","4","0",""
"105","2","340","DTM","O",">1","4","0",""
"105","2","350","QTY","O",">1","4","0",""
"105","2","360","NX2","O",">1","4","0",""
"105","2","370","AMT","O",">1","4","0",""
"105","2","380","PCT","O",">1","4","0",""
"105","2","390","PDL","O",">1","4","0",""
"105","2","400","PWK","O",">1","4","0",""
"105","2","410","CUR","O","1","4","0",""
"105","2","420","CDS","O","1","4","0",""
"105","2","430","MTX","O",">1","4","0",""
