"AD","1","484","0","","","O"
"AD","2","485","0","","","O"
"AD","3","486","0","","","O"
"AD","4","487","0","","","O"
"AD","5","488","0","","","O"
"AD","6","489","399","3","3","O"
"AD","7","490","190","1","3","O"
"AD","8","491","0","","","O"
"AUI","1","492","0","","","O"
"AUI","2","493","0","","","O"
"AUI","3","494","0","","","O"
"CCD","1","495","100","1","1","R"
"CCD","2","496","0","","","O"
"CCP","1","497","0","","","O"
"CCP","2","498","0","","","O"
"CCP","3","499","0","","","O"
"CD","1","500","0","","","O"
"CD","2","501","0","","","O"
"CD","3","502","0","","","O"
"CD","4","503","0","","","O"
"CD","5","504","0","","","O"
"CD","6","505","0","","","O"
"CF","1","506","0","","","O"
"CF","2","507","0","","","O"
"CF","3","508","396","1","12","C"
"CF","4","509","0","","","O"
"CF","5","510","0","","","O"
"CF","6","511","396","1","12","C"
"CF","7","512","0","","","C"
"CF","8","513","0","","","O"
"CF","9","514","0","","","O"
"CF","10","515","0","","","O"
"CF","11","516","0","","","O"
"CF","12","517","396","1","12","O"
"CF","13","518","0","","","C"
"CF","14","519","0","","","C"
"CF","15","520","0","","","O"
"CF","16","521","0","","","C"
"CF","17","522","0","","","C"
"CF","18","523","0","","","O"
"CF","19","524","0","","","C"
"CF","20","525","0","","","C"
"CF","21","526","0","","","O"
"CF","22","527","0","","","C"
"CNE","1","528","0","","","R"
"CNE","2","529","0","","","O"
"CNE","3","530","396","1","12","O"
"CNE","4","531","0","","","O"
"CNE","5","532","0","","","O"
"CNE","6","533","396","1","12","O"
"CNE","7","534","0","","","C"
"CNE","8","535","0","","","O"
"CNE","9","536","0","","","O"
"CNE","10","537","0","","","O"
"CNE","11","538","0","","","O"
"CNE","12","539","396","1","12","O"
"CNE","13","540","0","","","C"
"CNE","14","541","0","","","C"
"CNE","15","542","0","","","O"
"CNE","16","543","0","","","C"
"CNE","17","544","0","","","C"
"CNE","18","545","0","","","O"
"CNE","19","546","0","","","C"
"CNE","20","547","0","","","C"
"CNE","21","548","0","","","O"
"CNE","22","549","0","","","C"
"CNN","1","550","0","","","O"
"CNN","2","551","0","","","O"
"CNN","3","552","0","","","O"
"CNN","4","553","0","","","O"
"CNN","5","554","0","","","O"
"CNN","6","555","0","","","O"
"CNN","7","556","360","","","O"
"CNN","8","557","297","","","C"
"CNN","9","558","363","","","C"
"CNN","10","559","0","","","C"
"CNN","11","560","301","1","6","C"
"CP","1","561","0","","","R"
"CP","2","562","205","1","2","O"
"CP","3","563","0","","","O"
"CP","4","564","0","","","O"
"CP","5","565","0","","","C"
"CP","6","566","298","1","1","O"
"CQ","1","567","0","","","O"
"CQ","2","568","9999","","","O"
"CSU","1","569","0","","","R"
"CSU","2","570","0","","","C"
"CSU","3","571","0","","","C"
"CSU","4","572","396","1","12","C"
"CSU","5","573","0","","","O"
"CSU","6","574","0","","","O"
"CSU","7","575","396","1","12","C"
"CSU","8","576","0","","","C"
"CSU","9","577","0","","","O"
"CSU","10","578","0","","199","O"
"CSU","11","579","0","","","O"
"CSU","12","580","0","","","O"
"CSU","13","581","396","1","12","O"
"CSU","14","582","0","","","C"
"CSU","15","583","0","","","C"
"CSU","16","584","0","","","O"
"CSU","17","585","0","","","C"
"CSU","18","586","0","","","C"
"CSU","19","587","0","","","O"
"CSU","20","588","0","","","C"
"CSU","21","589","0","","","C"
"CSU","22","590","0","","","O"
"CSU","23","591","0","","","C"
